MalePatients,FemalePatients,ColonCancerPatients,ThroatCancerPatients,SkinCancerPatients,CancerConditions
362,,45,16,44,Progressing
149,98,,26,42,Progressing
,250,19,,8,Remission
,485,17,48,47,Remission
231,307,13,,4,Remission
223,425,17,44,,Stable
365,227,1,10,11,Progressing
413,294,0,12,34,Remission
237,172,19,30,28,Remission
106,391,,12,,Remission
80,,40,37,18,Progressing
133,,40,25,48,Progressing
201,185,47,30,42,Stable
85,108,10,21,26,Stable
262,242,,5,17,Stable
463,317,22,19,40,Progressing
457,309,37,20,12,Stable
,422,,9,29,Stable
,,2,,25,Remission
463,,11,34,5,Progressing
391,90,29,25,2,Stable
269,428,30,6,22,Stable
440,303,22,36,11,Progressing
212,,0,7,40,Stable
488,265,40,4,40,Progressing
269,118,19,43,14,Progressing
319,118,5,35,0,Progressing
169,130,10,27,,Stable
443,79,,49,46,Stable
385,122,3,2,7,Stable
449,311,28,38,30,Progressing
231,138,,7,10,Stable
155,452,28,14,16,Remission
266,257,37,26,26,Progressing
254,262,0,,30,Stable
119,371,,35,,Progressing
93,,7,15,13,Stable
378,,37,25,22,Progressing
350,,16,44,4,Remission
277,256,18,43,,Progressing
233,382,32,3,33,Progressing
156,126,14,11,46,Progressing
133,337,44,,18,Stable
387,96,30,40,30,Progressing
299,159,20,43,15,Stable
412,249,,25,44,Progressing
490,476,1,,26,Stable
70,259,34,14,,Stable
,,40,33,38,Stable
227,469,15,28,28,Stable
466,203,44,8,48,Progressing
56,59,49,13,38,Progressing
119,464,20,35,43,Stable
176,,11,3,44,Stable
448,206,,37,28,Stable
209,310,11,,44,Remission
297,,32,,45,Remission
252,306,19,16,46,Progressing
,,39,12,,Remission
192,116,48,19,1,Remission
481,277,20,16,,Stable
248,212,,26,8,Stable
454,64,40,32,,Remission
475,281,48,20,19,Remission
203,244,41,16,47,Remission
425,398,35,21,1,Stable
433,79,21,24,2,Progressing
191,408,25,2,29,Remission
362,387,6,,7,Progressing
214,380,6,26,39,Progressing
363,476,7,45,20,Remission
,365,25,11,38,Progressing
131,345,23,14,42,Stable
118,498,,,12,Remission
180,462,39,19,39,Remission
136,379,47,21,40,Remission
267,269,,1,47,Remission
470,426,46,,36,Stable
354,196,7,44,31,Stable
452,308,8,12,13,Progressing
420,341,2,31,,Remission
394,348,20,21,26,Remission
390,192,,24,23,Progressing
433,474,47,26,48,Stable
445,,46,16,21,Remission
494,164,23,5,13,Progressing
474,,3,42,,Stable
210,139,19,,7,Progressing
227,257,15,7,,Progressing
166,213,9,,2,Stable
245,133,42,9,32,Remission
432,126,25,33,46,Stable
,210,28,18,,Remission
135,54,,13,31,Stable
,127,10,2,39,Remission
130,140,28,40,40,Remission
201,,44,22,,Progressing
110,319,14,39,,Progressing
110,153,5,10,40,Remission
403,388,,46,31,Stable
77,224,14,5,23,Remission
491,103,42,33,10,Stable
92,437,19,0,36,Remission
,260,33,34,20,Stable
472,144,1,,,Progressing
135,272,43,28,10,Stable
226,58,15,22,26,Progressing
66,102,,17,42,Stable
147,126,33,13,,Progressing
,,48,16,0,Stable
147,365,13,1,28,Remission
114,351,23,30,20,Stable
379,359,27,18,28,Progressing
390,379,47,31,8,Progressing
54,161,,,6,Stable
51,400,36,40,37,Remission
71,214,9,7,30,Stable
161,328,48,41,26,Stable
,,44,40,41,Progressing
115,119,47,39,31,Remission
379,267,8,38,4,Remission
147,499,23,21,32,Remission
,414,35,23,14,Remission
417,238,28,37,4,Stable
484,382,28,1,,Remission
174,484,47,40,37,Remission
216,355,22,40,36,Remission
135,173,26,18,16,Progressing
125,68,30,40,,Progressing
,306,42,1,3,Progressing
473,345,,27,20,Remission
343,465,48,31,33,Stable
493,71,44,18,39,Stable
108,417,3,15,,Progressing
187,499,13,29,3,Progressing
148,89,41,21,21,Remission
241,87,41,13,13,Progressing
292,97,9,,3,Progressing
368,232,43,44,7,Progressing
98,124,33,1,2,Progressing
497,258,25,,45,Stable
,232,22,45,28,Remission
440,484,8,32,25,Stable
326,156,36,14,49,Progressing
69,237,7,49,29,Remission
203,313,13,40,11,Remission
432,135,6,21,14,Stable
117,373,6,39,40,Stable
415,380,,38,,Progressing
421,186,2,40,,Stable
263,395,13,40,,Progressing
192,435,16,10,46,Progressing
,385,49,3,27,Progressing
281,144,43,6,39,Remission
262,375,21,20,34,Remission
128,294,45,6,33,Stable
263,,25,3,3,Stable
,108,27,11,17,Remission
141,452,44,26,11,Stable
319,77,13,16,49,Progressing
460,121,8,19,20,Progressing
430,319,25,30,9,Remission
217,73,1,25,20,Stable
107,161,,,39,Stable
333,349,16,34,24,Remission
,105,,8,49,Progressing
,272,,4,16,Progressing
496,169,38,47,5,Stable
115,228,17,7,,Remission
458,,,,36,Remission
,483,4,15,39,Progressing
303,474,49,15,39,Progressing
436,499,22,17,17,Stable
93,330,23,46,29,Remission
146,421,28,27,8,Stable
91,238,47,17,13,Stable
276,115,46,13,45,Remission
311,347,7,47,45,Remission
216,498,25,,16,Progressing
485,,,39,,Remission
328,298,0,15,45,Stable
138,,27,20,21,Stable
428,186,48,0,31,Remission
227,213,46,10,11,Stable
476,282,45,10,15,Remission
452,304,13,1,21,Progressing
246,343,41,31,37,Progressing
356,466,33,18,49,Remission
316,,30,,,Stable
317,366,5,2,1,Remission
123,223,48,27,44,Remission
57,394,4,,7,Progressing
457,494,30,,43,Remission
346,67,36,,0,Progressing
213,119,14,7,40,Progressing
134,387,14,35,39,Remission
121,165,42,28,40,Remission
104,129,4,12,4,Remission
442,64,27,,44,Remission
96,225,32,21,45,Progressing
448,318,10,,35,Remission
481,,42,32,16,Progressing
,,,36,40,Progressing
153,237,22,6,29,Stable
259,106,39,22,14,Progressing
91,248,1,5,19,Stable
,66,14,,35,Remission
,483,22,14,,Stable
435,337,21,39,44,Remission
312,455,8,33,3,Progressing
385,104,46,13,49,Stable
436,,39,28,23,Remission
414,318,,15,47,Remission
308,352,15,28,41,Stable
332,136,45,22,1,Stable
163,367,46,9,45,Remission
412,487,29,46,1,Remission
89,78,44,3,49,Progressing
466,,8,11,0,Remission
,370,,,12,Stable
178,334,37,33,5,Remission
57,97,7,3,21,Remission
150,54,,19,16,Stable
465,299,,27,48,Progressing
429,212,17,27,21,Remission
225,251,31,5,42,Stable
156,150,48,13,5,Stable
150,120,31,34,2,Stable
309,479,47,46,45,Stable
415,212,44,0,,Progressing
295,222,35,18,16,Stable
324,190,35,0,34,Remission
81,,,12,,Progressing
186,115,45,7,49,Stable
,247,31,17,36,Remission
444,377,30,34,46,Progressing
,277,,22,34,Remission
424,330,,49,22,Progressing
,221,45,25,7,Stable
178,365,45,40,6,Remission
112,480,,37,,Stable
158,89,23,19,9,Progressing
424,56,24,1,25,Stable
,,45,25,9,Stable
207,200,34,35,18,Remission
318,260,16,24,22,Stable
211,351,45,29,30,Stable
309,135,,17,32,Stable
,446,44,6,1,Progressing
151,,3,26,27,Remission
272,70,10,,31,Remission
108,306,46,36,32,Stable
296,428,14,7,8,Remission
177,452,29,10,28,Progressing
332,430,23,23,14,Progressing
374,493,1,29,17,Stable
74,82,42,29,17,Stable
180,309,33,14,6,Progressing
402,283,,,13,Progressing
,52,30,38,28,Progressing
330,396,,23,49,Stable
,357,,7,18,Progressing
467,276,32,42,,Stable
203,333,6,41,40,Progressing
431,119,31,19,49,Progressing
182,488,6,40,44,Remission
276,362,41,46,,Progressing
238,413,37,25,14,Stable
314,303,43,23,25,Progressing
,193,12,,23,Remission
483,73,23,4,18,Progressing
,474,27,14,19,Progressing
260,283,31,35,42,Progressing
109,382,42,36,8,Stable
477,224,17,28,27,Progressing
426,381,33,14,15,Progressing
444,374,47,26,,Progressing
499,406,33,48,33,Remission
480,208,37,7,24,Stable
413,397,0,28,39,Stable
413,397,42,18,20,Remission
262,335,49,30,4,Stable
265,67,41,8,10,Remission
275,93,30,9,42,Progressing
180,204,49,,8,Stable
125,404,0,9,10,Progressing
335,459,15,32,36,Progressing
326,426,38,24,40,Stable
205,280,14,3,0,Progressing
297,420,,4,25,Progressing
267,365,22,22,9,Remission
239,451,40,,39,Stable
466,274,33,4,18,Progressing
212,266,16,7,15,Remission
229,105,24,16,44,Stable
,80,41,0,36,Progressing
90,406,5,49,49,Progressing
356,108,30,11,40,Progressing
480,429,4,34,,Progressing
387,435,39,13,,Progressing
363,402,39,47,29,Stable
124,472,29,17,6,Stable
490,,4,9,11,Remission
328,,11,14,23,Remission
225,156,6,41,38,Remission
433,240,44,32,42,Stable
199,67,12,18,,Stable
322,450,48,33,46,Stable
374,275,3,44,29,Progressing
157,216,49,,,Stable
188,120,41,15,19,Stable
399,411,,7,25,Progressing
320,,11,34,48,Remission
,294,0,20,4,Remission
468,399,26,18,39,Remission
338,125,42,,41,Progressing
261,84,49,10,5,Progressing
430,316,12,,33,Progressing
321,366,16,10,4,Stable
467,349,7,10,9,Remission
115,170,31,21,27,Progressing
473,,19,20,,Progressing
297,74,16,26,12,Remission
205,481,33,17,47,Remission
96,209,34,41,,Stable
472,133,34,47,1,Remission
250,,37,39,34,Progressing
197,272,41,37,49,Stable
173,437,23,29,,Remission
50,215,17,44,27,Stable
296,,49,46,36,Progressing
392,224,45,44,22,Progressing
177,50,47,32,42,Progressing
240,436,,20,22,Progressing
116,,32,1,34,Stable
,,,12,40,Stable
491,111,22,1,38,Progressing
,369,24,42,31,Stable
352,450,36,,1,Progressing
343,431,26,30,46,Progressing
192,255,0,9,43,Remission
240,154,20,22,47,Stable
,367,48,21,15,Remission
276,340,9,46,15,Progressing
,299,30,28,2,Remission
166,62,43,32,27,Progressing
486,212,24,30,28,Progressing
351,92,19,13,19,Progressing
191,435,1,9,35,Stable
450,489,47,17,32,Progressing
88,160,14,10,,Progressing
442,254,27,38,7,Stable
404,433,,46,46,Stable
301,,49,2,23,Progressing
382,356,13,1,36,Stable
256,487,49,7,,Progressing
259,193,,30,11,Remission
164,195,33,7,19,Stable
274,440,34,42,19,Remission
183,350,36,47,3,Progressing
300,213,24,1,,Stable
268,218,47,21,30,Stable
456,347,14,4,,Progressing
492,282,11,6,14,Stable
140,440,8,,37,Stable
403,320,,27,36,Stable
425,109,13,12,27,Remission
,345,28,1,10,Progressing
87,284,,31,13,Progressing
191,214,42,25,10,Progressing
149,243,37,2,8,Stable
377,283,41,40,23,Stable
239,,,41,9,Stable
84,,47,12,,Progressing
196,382,2,,42,Remission
79,281,1,44,40,Progressing
383,410,15,36,,Progressing
,156,18,22,41,Remission
,427,29,6,31,Stable
330,272,40,16,19,Stable
473,129,15,27,13,Progressing
393,283,30,46,37,Remission
319,430,27,29,3,Progressing
203,233,3,4,23,Progressing
151,477,9,23,31,Remission
264,234,44,,9,Remission
199,183,17,33,42,Stable
,269,46,,15,Progressing
132,337,31,41,38,Remission
159,413,29,32,31,Remission
484,251,35,26,,Remission
436,419,8,,24,Remission
475,195,35,18,6,Progressing
324,373,28,47,46,Progressing
250,176,15,37,17,Progressing
333,184,27,11,,Remission
222,163,20,2,17,Stable
376,313,46,6,2,Remission
255,,1,34,0,Progressing
112,184,45,24,32,Progressing
,90,34,48,6,Progressing
300,345,27,14,9,Stable
173,52,35,18,43,Stable
424,450,30,18,7,Progressing
170,243,32,22,31,Remission
,,22,10,22,Progressing
480,270,40,20,16,Progressing
447,419,16,33,13,Stable
169,417,45,38,16,Stable
471,485,48,6,24,Stable
486,,0,41,20,Stable
366,53,41,43,5,Progressing
213,293,22,26,19,Remission
473,439,47,49,48,Progressing
335,215,26,22,19,Progressing
314,75,,,25,Remission
369,444,31,19,31,Progressing
210,66,18,26,7,Remission
425,265,23,7,44,Stable
,141,2,36,47,Stable
138,80,11,2,,Stable
191,254,34,1,,Remission
252,468,14,21,16,Progressing
358,449,16,5,17,Stable
276,256,49,38,39,Stable
492,156,31,39,17,Progressing
383,195,6,35,10,Stable
271,416,18,43,44,Stable
90,150,6,,11,Remission
245,417,4,11,14,Progressing
,367,39,16,,Remission
313,417,20,21,,Stable
,290,,18,2,Stable
410,460,47,8,37,Progressing
174,296,46,11,34,Stable
159,212,6,31,8,Remission
135,,36,30,42,Remission
474,222,22,16,39,Progressing
,,10,22,3,Progressing
176,333,9,9,19,Stable
304,408,20,29,14,Progressing
232,430,40,18,28,Progressing
65,407,32,25,4,Stable
111,442,19,25,38,Stable
418,448,,10,39,Remission
481,,39,19,6,Remission
207,357,,44,7,Progressing
317,212,33,3,31,Stable
84,146,35,,35,Progressing
316,356,26,11,32,Remission
113,388,18,24,36,Progressing
99,104,42,9,,Remission
304,382,4,,42,Remission
198,176,28,6,35,Progressing
374,477,9,23,33,Remission
353,242,39,1,48,Remission
325,292,12,31,24,Stable
,398,28,20,43,Progressing
221,137,4,6,31,Progressing
466,385,11,7,1,Progressing
250,458,12,37,8,Remission
494,264,21,20,37,Remission
442,141,39,7,28,Remission
373,352,14,24,37,Progressing
84,284,12,27,17,Stable
265,233,0,27,21,Progressing
114,87,37,30,34,Progressing
57,188,42,,14,Progressing
350,244,44,24,6,Stable
392,64,0,,12,Progressing
480,306,10,36,41,Stable
473,184,42,37,35,Stable
381,50,39,11,,Progressing
,98,21,36,40,Progressing
125,145,34,36,20,Progressing
223,250,43,30,27,Remission
96,462,5,,9,Stable
,75,27,25,18,Progressing
410,392,30,5,16,Stable
196,478,7,8,,Remission
75,284,,10,12,Remission
357,398,41,30,35,Progressing
142,293,47,45,46,Stable
455,407,43,1,41,Remission
281,376,16,28,19,Remission
70,445,37,45,40,Stable
,400,8,41,39,Remission
87,465,9,4,5,Stable
325,423,19,22,22,Progressing
206,453,13,35,41,Stable
228,424,13,6,23,Progressing
181,100,25,12,,Stable
360,130,28,41,4,Remission
397,85,48,9,31,Progressing
77,116,26,35,45,Stable
309,,24,15,16,Progressing
455,419,15,14,10,Stable
125,204,35,42,26,Stable
478,,33,18,3,Progressing
116,160,15,,22,Progressing
391,217,32,34,22,Progressing
,191,2,14,48,Remission
211,405,22,47,33,Stable
396,246,10,13,20,Stable
488,158,47,28,21,Progressing
410,425,17,4,0,Stable
306,128,46,48,31,Stable
121,439,40,17,27,Stable
136,210,,0,,Progressing
471,488,28,26,6,Stable
311,68,49,,37,Stable
263,176,4,24,5,Remission
,254,23,40,13,Remission
259,78,28,20,29,Progressing
450,494,28,13,43,Stable
110,256,25,19,45,Stable
317,329,39,27,13,Remission
311,200,2,20,43,Progressing
267,289,1,22,40,Progressing
332,315,24,,8,Stable
185,231,18,1,30,Remission
429,154,39,19,,Remission
411,474,,23,17,Remission
498,482,18,24,4,Stable
490,450,0,36,25,Stable
,489,26,21,22,Stable
,285,44,23,11,Remission
290,222,,14,13,Progressing
404,207,34,11,12,Stable
473,,40,45,,Stable
191,360,4,30,46,Progressing
340,452,37,42,,Progressing
481,206,3,,34,Remission
286,307,16,,18,Stable
389,213,,40,14,Remission
361,196,47,19,7,Stable
226,440,30,7,22,Remission
190,203,47,43,12,Remission
238,416,21,,,Progressing
98,87,,34,30,Stable
351,180,33,20,29,Progressing
418,,48,46,,Progressing
,304,14,39,1,Progressing
,257,49,27,10,Stable
92,499,9,38,24,Remission
453,144,37,16,28,Remission
429,397,31,11,21,Stable
402,376,47,49,18,Stable
139,,30,17,8,Remission
344,299,,46,40,Remission
,239,43,27,37,Progressing
294,248,,2,28,Remission
482,270,30,14,9,Progressing
,73,5,15,21,Remission
367,293,13,21,23,Remission
155,472,22,48,7,Remission
412,373,15,30,46,Progressing
359,177,24,30,5,Progressing
431,142,38,0,6,Remission
282,349,1,10,19,Progressing
314,182,37,5,16,Progressing
393,104,40,22,35,Progressing
86,207,,8,7,Progressing
354,78,,15,12,Stable
90,459,39,37,23,Progressing
66,260,42,43,45,Remission
393,203,24,18,49,Progressing
326,342,35,44,30,Remission
356,271,15,12,22,Progressing
108,164,17,31,16,Remission
472,486,12,35,49,Stable
232,207,36,8,45,Remission
90,308,26,45,23,Progressing
88,300,,45,42,Progressing
446,171,10,48,9,Remission
241,348,0,36,30,Stable
316,312,12,30,44,Progressing
196,430,29,30,19,Progressing
444,98,4,18,15,Remission
382,426,,1,13,Remission
176,378,13,44,,Stable
95,,12,31,,Remission
94,411,31,42,17,Progressing
50,126,,33,5,Remission
217,487,7,0,19,Stable
157,176,49,20,34,Stable
68,246,6,2,18,Progressing
381,,48,26,25,Remission
121,140,15,43,,Progressing
494,,42,6,11,Stable
158,57,30,32,7,Stable
317,,26,8,,Remission
494,369,32,29,48,Remission
289,,28,17,9,Progressing
466,318,7,25,20,Stable
350,240,32,19,48,Progressing
139,398,40,37,40,Progressing
,212,18,40,44,Progressing
299,110,20,30,41,Stable
,487,,7,28,Remission
202,313,20,22,30,Stable
396,334,24,49,39,Progressing
223,,,24,6,Stable
392,90,22,,33,Progressing
,463,10,0,33,Progressing
480,198,32,45,,Remission
264,,19,17,,Progressing
226,316,24,,40,Stable
224,51,25,41,29,Remission
389,227,39,5,24,Remission
387,474,,16,13,Remission
195,243,31,45,23,Remission
499,,32,44,42,Remission
373,,9,7,30,Stable
210,484,3,41,,Progressing
176,245,14,,27,Progressing
469,392,5,36,24,Progressing
131,298,26,26,18,Progressing
,,4,35,3,Remission
288,202,4,5,33,Progressing
461,207,17,5,31,Progressing
473,411,27,44,24,Remission
133,188,,3,21,Remission
162,270,21,21,27,Remission
274,322,33,39,17,Progressing
,203,3,26,6,Remission
427,298,17,36,10,Remission
292,328,40,,41,Stable
192,489,25,8,10,Stable
90,485,41,10,8,Progressing
472,353,21,19,34,Remission
307,325,46,42,36,Progressing
496,51,32,,,Stable
334,,42,13,32,Stable
154,336,13,25,0,Remission
251,460,30,,19,Progressing
499,179,9,29,4,Stable
,127,23,35,28,Remission
,309,20,37,25,Progressing
315,290,47,34,37,Remission
447,,7,5,2,Remission
259,277,31,2,20,Stable
100,212,30,0,12,Progressing
167,285,33,17,30,Stable
250,177,22,22,16,Progressing
426,249,24,31,34,Progressing
88,499,6,28,22,Remission
77,439,18,22,2,Remission
308,80,6,35,44,Progressing
,187,46,5,1,Remission
204,70,7,16,,Stable
166,283,13,,19,Progressing
51,251,0,30,47,Stable
142,328,12,5,43,Remission
215,180,2,,8,Progressing
436,465,27,43,47,Remission
449,197,37,43,3,Stable
399,78,14,26,24,Progressing
345,410,35,35,49,Remission
307,,2,47,0,Stable
130,420,,41,38,Stable
,479,4,24,11,Remission
,211,49,9,39,Progressing
468,406,25,,39,Remission
284,389,24,45,23,Progressing
370,110,,38,8,Stable
,,,11,45,Stable
350,120,11,10,19,Stable
406,375,2,48,4,Remission
262,444,26,42,19,Remission
111,413,49,2,20,Remission
98,292,22,21,,Stable
176,298,39,,20,Progressing
272,270,32,,41,Remission
458,496,13,13,,Remission
328,70,22,19,8,Remission
457,436,30,,38,Stable
343,131,12,13,29,Progressing
,393,11,27,17,Progressing
326,416,34,15,43,Progressing
487,59,17,,,Remission
156,460,20,46,9,Remission
195,,44,11,44,Progressing
469,312,46,15,40,Stable
148,194,41,18,47,Progressing
478,498,0,,20,Remission
424,241,37,11,21,Progressing
122,299,40,28,16,Progressing
486,163,,4,4,Progressing
171,75,46,,5,Stable
79,320,8,16,,Remission
237,82,22,46,42,Remission
413,111,13,7,1,Progressing
403,278,10,39,6,Remission
337,,6,39,45,Stable
,144,30,29,3,Progressing
205,84,23,9,36,Stable
221,242,25,19,18,Progressing
384,125,29,44,27,Progressing
90,428,33,15,19,Progressing
112,298,45,40,29,Stable
72,132,37,,,Remission
409,74,4,41,37,Remission
124,106,4,2,,Remission
97,81,,22,2,Remission
,368,37,21,46,Stable
362,61,27,27,41,Remission
167,368,,45,48,Remission
149,,41,44,38,Progressing
429,141,22,35,24,Stable
466,50,45,3,,Progressing
457,484,48,,38,Remission
,375,29,23,14,Progressing
339,185,2,18,2,Remission
489,245,27,10,4,Progressing
205,182,32,39,39,Stable
470,135,41,45,35,Progressing
56,344,2,39,49,Progressing
245,328,4,45,39,Progressing
470,373,18,38,37,Progressing
105,229,41,17,,Remission
370,53,47,11,26,Progressing
242,175,0,13,4,Stable
96,224,,46,16,Progressing
197,300,,17,37,Stable
324,70,4,43,44,Progressing
206,489,45,41,40,Remission
251,154,41,11,,Stable
493,115,,39,41,Stable
,492,36,26,30,Progressing
,312,32,5,32,Remission
476,98,24,23,42,Remission
175,65,41,32,28,Stable
444,194,28,44,37,Progressing
,389,24,15,,Remission
418,299,8,49,37,Remission
343,392,2,11,40,Remission
113,403,14,30,39,Progressing
